,year,state,n_killed,n_injured
108089,2016,Arizona,1,0
108090,2016,Texas,1,0
108091,2016,South Carolina,1,0
108092,2016,Kentucky,0,1
108093,2016,Alaska,0,0
108094,2016,Illinois,0,2
108095,2016,North Carolina,0,1
108096,2016,Illinois,0,1
108097,2016,Idaho,0,1
108098,2016,Illinois,0,1
108099,2016,Washington,0,0
108100,2016,Tennessee,0,0
108101,2016,Illinois,0,1
108102,2016,Nebraska,0,1
108103,2016,Oklahoma,0,1
108104,2016,Oklahoma,0,1
108105,2016,North Carolina,0,1
108106,2016,Texas,0,1
108107,2016,North Carolina,0,1
108108,2016,Georgia,0,2
108109,2016,Washington,0,0
108110,2016,Indiana,0,1
108111,2016,Massachusetts,0,0
108112,2016,Oregon,0,0
108113,2016,Oregon,0,1
108114,2016,Kansas,1,0
108115,2016,Iowa,0,1
108116,2016,Pennsylvania,0,1
108117,2016,Pennsylvania,0,1
108118,2016,Maine,0,0
108119,2016,Michigan,0,0
108120,2016,Maine,0,0
108121,2016,Nevada,0,1
108122,2016,Nebraska,0,1
108123,2016,North Carolina,0,0
108124,2016,New York,1,0
108125,2016,Minnesota,0,1
108126,2016,Michigan,0,1
108127,2016,Indiana,0,0
108128,2016,Kentucky,1,0
108129,2016,Oregon,1,0
108130,2016,Texas,0,0
108131,2016,Georgia,0,1
108132,2016,Louisiana,0,0
108133,2016,New Hampshire,0,1
108134,2016,North Carolina,0,1
108135,2016,North Carolina,0,1
108136,2016,California,0,1
108137,2016,Pennsylvania,0,0
108138,2016,Ohio,1,0
108139,2016,California,0,0
108140,2016,Pennsylvania,1,0
108141,2016,North Carolina,0,0
108142,2016,Pennsylvania,1,0
108143,2016,North Carolina,0,1
108144,2016,Louisiana,1,0
108145,2016,Massachusetts,0,0
108146,2016,Illinois,0,0
108147,2016,Illinois,1,0
108148,2016,California,1,0
108149,2016,North Carolina,0,0
108150,2016,Pennsylvania,1,0
108151,2016,Illinois,0,1
108152,2016,Colorado,0,0
108153,2016,Michigan,1,0
108154,2016,Indiana,0,1
108155,2016,New York,0,1
108156,2016,New Jersey,0,0
108157,2016,Alabama,1,0
108158,2016,California,0,0
108159,2016,Illinois,0,0
108160,2016,North Carolina,0,0
108161,2016,Texas,0,0
108162,2016,New York,0,0
108163,2016,Kansas,0,1
108164,2016,California,0,1
108165,2016,Virginia,0,0
108166,2016,Florida,0,1
108167,2016,Texas,0,2
108168,2016,Mississippi,0,1
108169,2016,North Carolina,0,1
108170,2016,Texas,0,1
108171,2016,North Carolina,0,1
108172,2016,Alabama,1,0
108173,2016,Texas,1,0
108174,2016,Florida,0,1
108175,2016,Nevada,0,0
108176,2016,North Carolina,0,1
108177,2016,Ohio,0,0
108178,2016,Wisconsin,0,1
108179,2016,Michigan,0,1
108180,2016,California,0,1
108181,2016,South Carolina,0,2
108182,2016,Alabama,1,0
108183,2016,Connecticut,0,1
108184,2016,Oklahoma,0,1
108185,2016,Tennessee,0,0
108186,2016,South Dakota,0,0
108187,2016,California,1,0
108188,2016,Pennsylvania,0,1
108189,2016,Pennsylvania,1,1
108190,2016,Missouri,1,0
108191,2016,Texas,1,0
108192,2016,Washington,0,0
108193,2016,Pennsylvania,0,1
108194,2016,Pennsylvania,0,1
108195,2016,New York,1,0
108196,2016,Florida,1,0
108197,2016,Michigan,0,1
108198,2016,Michigan,0,1
108199,2016,Michigan,0,0
108200,2016,Oregon,0,0
108201,2016,Wisconsin,0,0
108202,2016,Utah,2,1
108203,2016,California,1,0
108204,2016,Tennessee,0,1
108205,2016,Illinois,0,1
108206,2016,Alaska,0,0
108207,2016,New Hampshire,0,0
108208,2016,Texas,2,0
108209,2016,Pennsylvania,0,2
108210,2016,Colorado,1,0
108211,2016,New Hampshire,0,0
108212,2016,Arkansas,0,1
108213,2016,Illinois,0,1
108214,2016,New York,0,1
108215,2016,Florida,0,1
108216,2016,Connecticut,0,1
108217,2016,Massachusetts,0,0
108218,2016,Rhode Island,0,1
108219,2016,Connecticut,0,2
108220,2016,Colorado,0,1
108221,2016,Arizona,1,0
108222,2016,New Hampshire,1,0
108223,2016,California,0,1
108224,2016,California,1,0
108225,2016,Florida,0,0
108226,2016,California,0,2
108227,2016,New York,0,0
108228,2016,California,0,1
108229,2016,Mississippi,0,0
108230,2016,Georgia,0,0
108231,2016,Georgia,1,0
108232,2016,Georgia,0,0
108233,2016,Virginia,1,3
108234,2016,Louisiana,1,0
108235,2016,Virginia,0,1
108236,2016,California,2,0
108237,2016,Georgia,1,0
108238,2016,Alabama,1,0
108239,2016,Colorado,1,0
108240,2016,Arkansas,0,0
108241,2016,New Jersey,0,1
108242,2016,Georgia,0,0
108243,2016,Georgia,0,0
108244,2016,Georgia,0,1
108245,2016,Georgia,0,1
108246,2016,Colorado,1,0
108247,2016,Alaska,0,0
108248,2016,Georgia,0,1
108249,2016,Nevada,0,1
108250,2016,Louisiana,1,0
108251,2016,New York,0,0
108252,2016,New York,0,0
108253,2016,New York,0,1
108254,2016,Ohio,0,2
108255,2016,Illinois,0,1
108256,2016,Kentucky,1,0
108257,2016,New York,1,0
108258,2016,Illinois,0,1
108259,2016,Alabama,1,0
108260,2016,New Jersey,0,0
108261,2016,Colorado,0,0
108262,2016,California,0,0
108263,2016,Illinois,0,1
108264,2016,Alabama,0,1
108265,2016,Alabama,1,0
108266,2016,New York,0,0
108267,2016,New York,0,1
108268,2016,District of Columbia,0,0
108269,2016,Maryland,0,0
108270,2016,Maryland,0,1
108271,2016,Maryland,0,1
108272,2016,New Jersey,0,1
108273,2016,Alaska,0,0
108274,2016,Ohio,0,1
108275,2016,Missouri,1,0
108276,2016,Ohio,1,0
108277,2016,Ohio,0,1
108278,2016,Massachusetts,0,1
108279,2016,Maine,0,0
108280,2016,New Jersey,0,1
108281,2016,Massachusetts,0,0
108282,2016,Indiana,1,0
108283,2016,Florida,0,0
108284,2016,Kentucky,1,0
108285,2016,Louisiana,0,0
108286,2016,Texas,0,1
108287,2016,Indiana,0,1
108288,2016,Texas,0,0
108289,2016,New Hampshire,0,0
108290,2016,Wisconsin,0,2
108291,2016,Maine,0,1
108292,2016,Wisconsin,0,1
108293,2016,Colorado,0,0
108294,2016,Wisconsin,0,1
108295,2016,Florida,1,0
108296,2016,Washington,1,0
108297,2016,Indiana,0,1
108298,2016,Indiana,0,0
108299,2016,Connecticut,0,0
108300,2016,Tennessee,1,0
108301,2016,Florida,0,1
108302,2016,Texas,0,1
108303,2016,South Carolina,0,1
108304,2016,Oregon,1,0
108305,2016,Texas,0,1
108306,2016,Arizona,1,0
108307,2016,North Carolina,0,1
108308,2016,Massachusetts,0,0
108309,2016,Pennsylvania,0,0
108310,2016,South Carolina,0,1
108311,2016,Florida,1,2
108312,2016,North Carolina,1,0
108313,2016,Georgia,0,0
108314,2016,Illinois,0,1
108315,2016,Missouri,1,0
108316,2016,Ohio,0,0
108317,2016,Georgia,0,1
108318,2016,Mississippi,0,1
108319,2016,Georgia,1,0
108320,2016,Georgia,0,0
108321,2016,Georgia,0,0
108322,2016,Georgia,0,3
108323,2016,Florida,0,1
108324,2016,Georgia,0,0
108325,2016,West Virginia,0,1
108326,2016,California,1,0
108327,2016,Maryland,0,0
108328,2016,Georgia,0,0
108329,2016,Washington,1,0
108330,2016,Louisiana,0,1
108331,2016,Maryland,1,0
108332,2016,Illinois,0,2
108333,2016,Missouri,0,1
108334,2016,Michigan,1,0
108335,2016,Illinois,1,0
108336,2016,Tennessee,0,1
108337,2016,Virginia,0,1
108338,2016,Oklahoma,0,0
108339,2016,North Carolina,1,0
108340,2016,Texas,0,0
108341,2016,Florida,0,1
108342,2016,Georgia,0,0
108343,2016,South Carolina,0,1
108344,2016,Florida,0,2
108345,2016,Virginia,0,1
108346,2016,Virginia,0,1
108347,2016,Texas,0,0
108348,2016,Louisiana,0,1
108349,2016,Missouri,1,0
108350,2016,Iowa,0,0
108351,2016,North Carolina,0,1
108352,2016,Utah,0,0
108353,2016,Tennessee,1,0
108354,2016,Washington,1,0
108355,2016,North Carolina,0,2
108356,2016,Ohio,0,1
108357,2016,Alabama,1,0
108358,2016,Washington,1,0
108359,2016,Oregon,0,0
108360,2016,Arizona,1,0
108361,2016,Missouri,0,1
108362,2016,Virginia,1,1
108363,2016,Louisiana,0,0
108364,2016,Virginia,0,3
108365,2016,Ohio,0,0
108366,2016,Louisiana,0,1
108367,2016,Indiana,0,1
108368,2016,Pennsylvania,0,0
108369,2016,Ohio,0,0
108370,2016,Louisiana,0,1
108371,2016,Kentucky,0,0
108372,2016,Arizona,0,1
108373,2016,Nevada,0,1
108374,2016,Alaska,0,0
108375,2016,Oklahoma,0,2
108376,2016,Virginia,0,0
108377,2016,Florida,0,1
108378,2016,Illinois,0,0
108379,2016,California,0,1
108380,2016,Virginia,0,1
108381,2016,California,1,0
108382,2016,Oklahoma,0,0
108383,2016,Texas,0,1
108384,2016,Missouri,1,1
108385,2016,South Carolina,0,0
108386,2016,Louisiana,1,1
108387,2016,Louisiana,0,1
108388,2016,Alabama,0,1
108389,2016,North Carolina,0,1
108390,2016,North Carolina,1,0
108391,2016,North Carolina,2,0
108392,2016,Texas,1,0
108393,2016,Ohio,0,0
108394,2016,Alabama,0,0
108395,2016,Arkansas,0,0
108396,2016,New York,0,0
108397,2016,New York,0,1
108398,2016,California,0,1
108399,2016,Florida,0,1
108400,2016,Massachusetts,0,2
108401,2016,Illinois,0,1
108402,2016,Florida,0,0
108403,2016,Illinois,0,1
108404,2016,Connecticut,0,1
108405,2016,Massachusetts,0,0
108406,2016,North Carolina,0,1
108407,2016,Maine,0,0
108408,2016,Vermont,0,0
108409,2016,Massachusetts,0,0
108410,2016,Louisiana,0,0
108411,2016,Alabama,1,1
108412,2016,Tennessee,0,1
108413,2016,California,2,0
108414,2016,Texas,1,0
108415,2016,Illinois,0,1
108416,2016,Texas,1,0
108417,2016,Iowa,0,0
108418,2016,Kentucky,0,0
108419,2016,Ohio,0,0
108420,2016,Illinois,0,3
108421,2016,California,0,1
108422,2016,Oklahoma,0,0
108423,2016,Illinois,1,0
108424,2016,Pennsylvania,0,1
108425,2016,Kansas,0,0
108426,2016,Texas,1,0
108427,2016,Ohio,1,0
108428,2016,Indiana,0,0
108429,2016,Wisconsin,0,0
108430,2016,South Carolina,0,1
108431,2016,Colorado,0,1
108432,2016,Connecticut,0,0
108433,2016,Connecticut,0,1
108434,2016,Louisiana,0,0
108435,2016,Ohio,0,0
108436,2016,Illinois,0,1
108437,2016,Pennsylvania,1,0
108438,2016,Mississippi,0,0
108439,2016,California,0,0
108440,2016,Georgia,0,0
108441,2016,Georgia,0,0
108442,2016,Maryland,0,0
108443,2016,Maryland,0,0
108444,2016,Texas,1,0
108445,2016,Illinois,0,1
108446,2016,Missouri,0,0
108447,2016,Maryland,0,1
108448,2016,Maryland,1,0
108449,2016,Tennessee,0,0
108450,2016,Georgia,1,0
108451,2016,Oklahoma,1,0
108452,2016,Florida,0,0
108453,2016,Georgia,0,1
108454,2016,Illinois,0,1
108455,2016,Illinois,0,1
108456,2016,North Carolina,0,0
108457,2016,Ohio,0,1
108458,2016,New York,0,0
108459,2016,Indiana,0,1
108460,2016,Illinois,0,0
108461,2016,Nevada,0,0
108462,2016,Georgia,0,1
108463,2016,Washington,0,0
108464,2016,Wisconsin,0,1
108465,2016,Missouri,2,0
108466,2016,Maryland,0,1
108467,2016,Georgia,0,0
108468,2016,Florida,0,0
108469,2016,California,0,1
108470,2016,District of Columbia,0,0
108471,2016,Florida,1,0
108472,2016,Georgia,0,1
108473,2016,District of Columbia,0,0
108474,2016,Maryland,1,0
108475,2016,District of Columbia,0,1
108476,2016,Texas,1,1
108477,2016,Ohio,1,0
108478,2016,Florida,1,0
108479,2016,Virginia,0,0
108480,2016,Pennsylvania,1,0
108481,2016,New York,0,0
108482,2016,California,0,1
108483,2016,New York,0,0
108484,2016,California,0,1
108485,2016,Maryland,0,0
108486,2016,New York,0,2
108487,2016,New York,0,1
108488,2016,Illinois,0,0
108489,2016,New York,0,1
108490,2016,Illinois,0,0
108491,2016,Oklahoma,0,1
108492,2016,Pennsylvania,1,0
108493,2016,North Dakota,0,0
108494,2016,Wisconsin,0,1
108495,2016,North Carolina,0,1
108496,2016,North Carolina,0,1
108497,2016,Tennessee,0,2
108498,2016,Texas,0,1
108499,2016,Missouri,1,0
108500,2016,Illinois,0,0
108501,2016,Oklahoma,1,0
108502,2016,Florida,1,0
108503,2016,Pennsylvania,0,0
108504,2016,Michigan,0,0
108505,2016,Texas,0,1
108506,2016,Texas,0,0
108507,2016,Texas,1,0
108508,2016,Texas,0,0
108509,2016,Louisiana,0,0
108510,2016,California,0,0
108511,2016,Delaware,0,0
108512,2016,Louisiana,0,1
108513,2016,New York,0,0
108514,2016,California,0,0
108515,2016,Louisiana,0,1
108516,2016,Oregon,1,0
108517,2016,Texas,1,0
108518,2016,Florida,1,0
108519,2016,Alabama,2,0
108520,2016,North Carolina,1,0
108521,2016,Texas,0,1
108522,2016,Texas,0,1
108523,2016,Texas,0,0
108524,2016,California,0,1
108525,2016,Texas,0,0
108526,2016,California,0,0
108527,2016,California,0,0
108528,2016,Louisiana,0,0
108529,2016,Tennessee,0,0
108530,2016,Nebraska,0,1
108531,2016,Louisiana,1,0
108532,2016,New York,0,0
108533,2016,New York,1,0
108534,2016,New York,0,0
108535,2016,Indiana,1,0
108536,2016,California,0,0
108537,2016,Florida,0,0
108538,2016,District of Columbia,1,0
108539,2016,New York,0,1
108540,2016,California,0,0
108541,2016,Nebraska,0,0
108542,2016,Kentucky,1,0
108543,2016,Vermont,0,0
108544,2016,Illinois,0,0
108545,2016,California,0,1
108546,2016,Alabama,1,0
108547,2016,Louisiana,1,0
108548,2016,Utah,1,0
108549,2016,Texas,1,0
108550,2016,Idaho,0,0
108551,2016,New Hampshire,0,0
108552,2016,Ohio,0,1
108553,2016,Washington,0,1
108554,2016,Texas,0,0
108555,2016,Louisiana,0,0
108556,2016,Maryland,0,0
108557,2016,Tennessee,0,1
108558,2016,Maryland,0,0
108559,2016,Delaware,0,0
108560,2016,Nevada,0,0
108561,2016,Texas,1,0
108562,2016,Louisiana,0,1
108563,2016,Maine,0,0
108564,2016,Pennsylvania,0,1
108565,2016,Ohio,0,1
108566,2016,Massachusetts,0,0
108567,2016,Illinois,0,1
108568,2016,Illinois,0,1
108569,2016,Indiana,0,0
108570,2016,Florida,1,0
108571,2016,Connecticut,0,0
108572,2016,West Virginia,0,1
108573,2016,Rhode Island,0,0
108574,2016,New York,0,1
108575,2016,Georgia,0,0
108576,2016,Indiana,1,0
108577,2016,Louisiana,0,1
108578,2016,Illinois,1,2
108579,2016,West Virginia,1,0
108580,2016,Georgia,0,1
108581,2016,Virginia,0,0
108582,2016,California,0,1
108583,2016,California,0,1
108584,2016,California,1,0
108585,2016,Oklahoma,0,0
108586,2016,New York,0,0
108587,2016,Arkansas,0,1
108588,2016,Kentucky,1,0
108589,2016,Illinois,0,0
108590,2016,Wisconsin,0,0
108591,2016,Pennsylvania,1,0
108592,2016,Ohio,0,1
108593,2016,Pennsylvania,0,0
108594,2016,Kentucky,0,1
108595,2016,Kentucky,1,1
108596,2016,Georgia,0,0
108597,2016,California,0,1
108598,2016,California,0,0
108599,2016,Pennsylvania,1,0
108600,2016,Georgia,0,0
108601,2016,Nebraska,0,0
108602,2016,Colorado,0,0
108603,2016,Georgia,0,0
108604,2016,South Carolina,1,0
108605,2016,Georgia,0,0
108606,2016,Pennsylvania,2,0
108607,2016,Arkansas,0,0
108608,2016,Georgia,0,0
108609,2016,Arkansas,0,1
108610,2016,Illinois,0,0
108611,2016,Arkansas,0,0
108612,2016,Georgia,0,0
108613,2016,Indiana,1,1
108614,2016,Louisiana,1,0
108615,2016,Texas,0,1
108616,2016,District of Columbia,0,0
108617,2016,Georgia,0,0
108618,2016,South Dakota,0,0
108619,2016,Idaho,0,0
108620,2016,Virginia,0,0
108621,2016,Georgia,0,1
108622,2016,Georgia,0,1
108623,2016,Michigan,1,0
108624,2016,North Carolina,0,1
108625,2016,Nevada,0,1
108626,2016,Wisconsin,0,0
108627,2016,Texas,0,0
108628,2016,Wisconsin,0,1
108629,2016,Texas,0,1
108630,2016,Virginia,0,0
108631,2016,Michigan,0,0
108632,2016,Alaska,0,0
108633,2016,Texas,0,1
108634,2016,Pennsylvania,0,1
108635,2016,Pennsylvania,1,0
108636,2016,New Jersey,1,0
108637,2016,California,0,0
108638,2016,California,0,1
108639,2016,Missouri,0,0
108640,2016,Connecticut,0,0
108641,2016,Texas,0,0
108642,2016,Alabama,0,0
108643,2016,Texas,0,0
108644,2016,North Carolina,0,1
108645,2016,Georgia,0,1
108646,2016,New Mexico,1,0
108647,2016,New Mexico,1,0
108648,2016,Iowa,0,0
108649,2016,Florida,1,1
108650,2016,Oregon,0,1
108651,2016,North Carolina,0,1
108652,2016,North Carolina,0,1
108653,2016,New York,0,1
108654,2016,Nevada,0,1
108655,2016,Illinois,1,0
108656,2016,Mississippi,0,1
108657,2016,Georgia,0,0
108658,2016,Illinois,1,2
108659,2016,Georgia,0,0
108660,2016,Rhode Island,0,0
108661,2016,California,1,0
108662,2016,Florida,1,1
108663,2016,California,1,0
108664,2016,Nevada,1,0
108665,2016,Indiana,0,2
108666,2016,Alabama,0,0
108667,2016,Georgia,0,1
108668,2016,Maryland,0,1
108669,2016,Kentucky,0,1
108670,2016,Florida,1,1
108671,2016,Georgia,0,0
108672,2016,Illinois,0,1
108673,2016,New Jersey,0,0
108674,2016,Tennessee,1,0
108675,2016,Texas,1,0
108676,2016,Maryland,0,1
108677,2016,Georgia,0,0
108678,2016,Michigan,1,0
108679,2016,Nevada,0,1
108680,2016,Florida,0,1
108681,2016,Georgia,1,0
108682,2016,Vermont,0,0
108683,2016,New York,0,2
108684,2016,South Carolina,0,1
108685,2016,Connecticut,0,0
108686,2016,California,0,1
108687,2016,California,2,0
108688,2016,Alabama,0,0
108689,2016,Alabama,0,0
108690,2016,Alaska,0,1
108691,2016,Louisiana,0,1
108692,2016,Nevada,0,1
108693,2016,Texas,0,0
108694,2016,Texas,0,0
108695,2016,Texas,0,1
108696,2016,Arkansas,0,1
108697,2016,South Carolina,0,0
108698,2016,New York,0,1
108699,2016,North Carolina,0,1
108700,2016,North Carolina,0,0
108701,2016,California,1,0
108702,2016,South Carolina,0,0
108703,2016,South Carolina,0,0
108704,2016,South Carolina,0,1
108705,2016,New Mexico,0,0
108706,2016,Pennsylvania,0,1
108707,2016,Tennessee,0,0
108708,2016,Indiana,0,0
108709,2016,Indiana,1,0
108710,2016,Florida,0,0
108711,2016,Connecticut,0,0
108712,2016,Connecticut,0,0
108713,2016,Connecticut,0,1
108714,2016,Montana,0,0
108715,2016,New Jersey,0,0
108716,2016,California,0,2
108717,2016,Tennessee,0,1
108718,2016,Wisconsin,1,0
108719,2016,Nebraska,0,0
108720,2016,Maryland,0,1
108721,2016,Nebraska,0,0
108722,2016,Georgia,1,0
108723,2016,Florida,0,0
108724,2016,Kentucky,0,1
108725,2016,Florida,0,0
108726,2016,New York,0,1
108727,2016,New York,0,1
108728,2016,Delaware,0,0
108729,2016,Virginia,0,0
108730,2016,Illinois,0,1
108731,2016,New York,0,0
108732,2016,Illinois,0,1
108733,2016,Illinois,1,0
108734,2016,Maine,0,1
108735,2016,Kentucky,0,1
108736,2016,California,0,1
108737,2016,California,0,0
108738,2016,California,0,0
108739,2016,California,1,1
108740,2016,New York,0,1
108741,2016,Washington,0,1
108742,2016,New York,0,0
108743,2016,Texas,2,1
108744,2016,Michigan,0,1
108745,2016,Pennsylvania,0,0
108746,2016,Florida,0,1
108747,2016,Wisconsin,0,0
108748,2016,Massachusetts,0,0
108749,2016,Florida,0,0
108750,2016,Oklahoma,0,0
108751,2016,Colorado,0,1
108752,2016,Oklahoma,0,0
108753,2016,Oklahoma,0,1
108754,2016,Texas,2,0
108755,2016,New Mexico,0,0
108756,2016,Texas,1,0
108757,2016,Oklahoma,2,2
108758,2016,Illinois,0,0
108759,2016,Texas,1,0
108760,2016,Oregon,0,0
108761,2016,Washington,0,0
108762,2016,Texas,0,0
108763,2016,Illinois,0,2
108764,2016,Illinois,0,1
108765,2016,Ohio,1,0
108766,2016,New Mexico,0,0
108767,2016,Virginia,0,0
108768,2016,Michigan,0,2
108769,2016,Washington,0,0
108770,2016,Wisconsin,1,0
108771,2016,Kentucky,0,0
108772,2016,Kentucky,0,0
108773,2016,Texas,0,0
108774,2016,Ohio,2,0
108775,2016,Alabama,1,0
108776,2016,Arkansas,1,0
108777,2016,West Virginia,0,0
108778,2016,New York,0,0
108779,2016,New York,0,1
108780,2016,Florida,0,1
108781,2016,Illinois,0,1
108782,2016,Pennsylvania,0,0
108783,2016,Virginia,1,0
108784,2016,Georgia,0,1
108785,2016,Illinois,0,1
108786,2016,California,0,0
108787,2016,California,0,0
108788,2016,New York,0,1
108789,2016,New York,1,0
108790,2016,Colorado,1,1
108791,2016,Georgia,0,0
108792,2016,Pennsylvania,1,1
108793,2016,Kansas,0,0
108794,2016,Pennsylvania,0,2
108795,2016,Tennessee,0,1
108796,2016,South Carolina,1,0
108797,2016,Ohio,1,0
108798,2016,Colorado,0,0
108799,2016,Ohio,0,0
108800,2016,Washington,1,1
108801,2016,Kansas,0,0
108802,2016,Texas,0,0
108803,2016,New Jersey,0,2
108804,2016,Colorado,0,0
108805,2016,California,0,1
108806,2016,Ohio,1,0
108807,2016,New Jersey,1,0
108808,2016,Kentucky,0,0
108809,2016,Maryland,1,0
108810,2016,Maryland,0,0
108811,2016,Maryland,0,0
108812,2016,Massachusetts,0,0
108813,2016,Maryland,0,1
108814,2016,Indiana,0,1
108815,2016,New Jersey,0,0
108816,2016,Indiana,0,1
108817,2016,New York,0,1
108818,2016,New Hampshire,0,2
108819,2016,Michigan,0,0
108820,2016,Michigan,0,0
108821,2016,Missouri,0,1
108822,2016,Florida,0,1
108823,2016,California,0,0
108824,2016,California,0,0
108825,2016,Oregon,0,0
108826,2016,Florida,0,1
108827,2016,Washington,0,0
108828,2016,Missouri,2,0
108829,2016,Illinois,1,0
108830,2016,Colorado,0,0
108831,2016,Illinois,0,2
108832,2016,Illinois,0,1
108833,2016,Georgia,1,2
108834,2016,Georgia,0,0
108835,2016,California,0,0
108836,2016,Nebraska,1,0
108837,2016,North Carolina,1,0
108838,2016,Georgia,0,1
108839,2016,California,1,0
108840,2016,Wisconsin,0,1
108841,2016,Pennsylvania,1,0
108842,2016,Iowa,0,0
108843,2016,Pennsylvania,1,0
108844,2016,Texas,0,0
108845,2016,Alaska,1,0
108846,2016,New Jersey,0,0
108847,2016,New Jersey,0,0
108848,2016,Michigan,0,1
108849,2016,New Mexico,0,0
108850,2016,Florida,0,1
108851,2016,Connecticut,0,0
108852,2016,Indiana,0,1
108853,2016,Tennessee,2,0
108854,2016,North Carolina,1,1
108855,2016,Arkansas,1,0
108856,2016,California,0,0
108857,2016,Florida,0,1
108858,2016,Georgia,0,0
108859,2016,Florida,0,1
108860,2016,Indiana,0,0
108861,2016,Indiana,0,1
108862,2016,Virginia,0,1
108863,2016,California,0,0
108864,2016,Mississippi,0,0
108865,2016,Tennessee,0,1
108866,2016,Illinois,0,1
108867,2016,Georgia,1,0
108868,2016,Nebraska,0,1
108869,2016,Florida,0,0
108870,2016,Texas,1,0
108871,2016,District of Columbia,1,0
108872,2016,Pennsylvania,0,2
108873,2016,Michigan,0,0
108874,2016,Georgia,0,1
108875,2016,Wisconsin,0,1
108876,2016,Iowa,0,0
108877,2016,Wisconsin,1,0
108878,2016,Florida,1,0
108879,2016,Ohio,0,0
108880,2016,Wisconsin,0,0
108881,2016,Texas,1,0
108882,2016,Louisiana,1,0
108883,2016,Louisiana,0,0
108884,2016,Arkansas,0,0
108885,2016,Wisconsin,0,1
108886,2016,Louisiana,0,0
108887,2016,Pennsylvania,0,1
108888,2016,Illinois,1,0
108889,2016,North Carolina,0,0
108890,2016,Illinois,0,0
108891,2016,Louisiana,0,0
108892,2016,South Carolina,0,0
108893,2016,Georgia,0,0
108894,2016,Michigan,0,0
108895,2016,Nevada,0,1
108896,2016,Texas,0,1
108897,2016,Texas,0,1
108898,2016,Alabama,0,0
108899,2016,Texas,0,0
108900,2016,California,0,0
108901,2016,California,0,0
108902,2016,Florida,0,1
108903,2016,Louisiana,0,1
108904,2016,Alabama,1,0
108905,2016,California,2,0
108906,2016,California,0,0
108907,2016,Indiana,0,1
108908,2016,Massachusetts,0,0
108909,2016,Florida,0,1
108910,2016,Florida,1,0
108911,2016,Florida,1,0
108912,2016,Illinois,1,1
108913,2016,Mississippi,1,0
108914,2016,Alaska,0,1
108915,2016,Alabama,0,1
108916,2016,South Carolina,0,1
108917,2016,South Carolina,1,0
108918,2016,Massachusetts,1,0
108919,2016,Alaska,1,0
108920,2016,Mississippi,2,2
108921,2016,Pennsylvania,0,1
108922,2016,Oklahoma,1,0
108923,2016,Arizona,0,1
108924,2016,Oklahoma,0,0
108925,2016,Missouri,0,0
108926,2016,Texas,0,1
108927,2016,Texas,1,0
108928,2016,Texas,1,1
108929,2016,South Carolina,1,0
108930,2016,South Carolina,0,0
108931,2016,Texas,0,0
108932,2016,Texas,0,1
108933,2016,North Carolina,0,1
108934,2016,Indiana,0,1
108935,2016,Colorado,1,0
108936,2016,North Carolina,1,0
108937,2016,Louisiana,1,0
108938,2016,Ohio,0,0
108939,2016,Ohio,0,1
108940,2016,Michigan,0,1
108941,2016,Michigan,0,1
108942,2016,Tennessee,0,1
108943,2016,Texas,0,0
108944,2016,Tennessee,0,0
108945,2016,Massachusetts,0,0
108946,2016,Kansas,1,0
108947,2016,Tennessee,0,1
108948,2016,Colorado,0,0
108949,2016,Louisiana,0,0
108950,2016,Texas,0,0
108951,2016,Utah,0,0
108952,2016,Colorado,1,0
108953,2016,North Carolina,1,0
108954,2016,Iowa,0,1
108955,2016,Pennsylvania,0,0
108956,2016,New York,0,1
108957,2016,Missouri,0,2
108958,2016,Missouri,1,0
108959,2016,North Carolina,0,0
108960,2016,Massachusetts,0,0
108961,2016,Florida,1,0
108962,2016,Florida,1,0
108963,2016,Georgia,0,1
108964,2016,Florida,2,0
108965,2016,Idaho,0,1
108966,2016,Missouri,0,0
108967,2016,Kentucky,1,0
108968,2016,Minnesota,0,0
108969,2016,California,2,2
108970,2016,Ohio,0,1
108971,2016,Iowa,0,0
108972,2016,North Dakota,0,1
108973,2016,Oklahoma,0,1
108974,2016,Illinois,0,1
108975,2016,California,0,0
108976,2016,California,0,2
108977,2016,California,0,1
108978,2016,Pennsylvania,0,0
108979,2016,California,1,0
108980,2016,Indiana,0,2
108981,2016,Georgia,0,1
108982,2016,Illinois,0,0
108983,2016,Arkansas,0,1
108984,2016,Louisiana,0,0
108985,2016,Illinois,0,1
108986,2016,Texas,0,1
108987,2016,Mississippi,0,1
108988,2016,Mississippi,1,0
108989,2016,Arkansas,0,0
108990,2016,California,0,1
108991,2016,Georgia,1,0
108992,2016,Illinois,0,1
108993,2016,Indiana,0,1
108994,2016,Kentucky,0,1
108995,2016,Florida,1,0
108996,2016,Georgia,0,1
108997,2016,Illinois,0,1
108998,2016,Illinois,0,0
108999,2016,Rhode Island,0,0
109000,2016,New York,0,0
109001,2016,Illinois,0,1
109002,2016,Alabama,1,1
109003,2016,Illinois,0,1
109004,2016,Missouri,0,0
109005,2016,Connecticut,0,3
109006,2016,Missouri,0,1
109007,2016,Illinois,0,1
109008,2016,Illinois,1,0
109009,2016,Illinois,0,1
109010,2016,Colorado,0,1
109011,2016,New York,0,0
109012,2016,Alabama,1,0
109013,2016,Wisconsin,0,0
109014,2016,Georgia,1,0
109015,2016,New Mexico,0,1
109016,2016,Ohio,1,0
109017,2016,Maryland,0,0
109018,2016,Tennessee,0,1
