incident_id,year,state,deaths,injuries
1885277,2020,Alabama,1,0
1834041,2020,Pennsylvania,1,0
1833659,2020,Nevada,1,0
1866327,2020,Minnesota,1,0
1854625,2020,Oklahoma,1,0
1855978,2020,Texas,1,0
1849722,2020,Virginia,1,0
1850685,2020,North Carolina,1,0
1851996,2020,Mississippi,1,0
1851320,2020,Nebraska,1,0
1852963,2020,Minnesota,1,0
1851421,2020,Texas,1,0
1854447,2020,Michigan,1,0
1851904,2020,South Carolina,1,0
1852533,2020,Florida,1,1
1853472,2020,New York,1,0
1852997,2020,Texas,1,0
1600999,2020,Tennessee,1,0
1855833,2020,Nevada,1,0
1864068,2020,Michigan,2,0
1857382,2020,New York,1,0
1997672,2020,Michigan,1,0
1838884,2020,Florida,1,0
1846835,2020,California,1,0
1842725,2020,Florida,1,0
1848173,2020,Missouri,1,0
1867458,2020,Georgia,1,0
1849742,2020,Colorado,1,0
1861379,2020,Texas,1,1
1862872,2020,Wyoming,1,0
1860299,2020,Arizona,1,0
1861270,2020,Arkansas,1,1
1860127,2020,Wisconsin,1,0
1857634,2020,Mississippi,1,0
1857576,2020,Indiana,1,0
1857658,2020,Florida,1,0
1901799,2020,Pennsylvania,1,0
1860314,2020,Mississippi,1,0
1676220,2020,Alabama,1,0
1883624,2020,Florida,1,0
1883818,2020,Georgia,1,0
1665918,2020,Georgia,1,0
1669964,2020,Missouri,1,0
1832062,2020,Indiana,1,0
1833668,2020,New York,1,0
1879816,2020,Virginia,1,0
1876776,2020,Kentucky,1,0
1877605,2020,California,1,0
1874575,2020,Arkansas,1,0
1873125,2020,New Jersey,1,0
1873062,2020,Virginia,1,0
1871781,2020,Arizona,1,0
1871120,2020,Florida,1,0
1871765,2020,Virginia,1,0
1887873,2020,Mississippi,1,0
1873782,2020,Indiana,1,0
1665094,2020,Georgia,1,0
1870260,2020,Pennsylvania,1,1
1665058,2020,Tennessee,1,0
1666571,2020,Ohio,1,0
1676223,2020,Georgia,1,0
1676636,2020,Texas,1,0
1673111,2020,Arizona,1,0
1673119,2020,Texas,1,0
1671217,2020,Indiana,1,0
1671655,2020,Kentucky,1,0
1664724,2020,Mississippi,1,0
1671464,2020,Texas,1,0
1671437,2020,Georgia,1,0
1670035,2020,Alabama,1,1
1669689,2020,Utah,1,0
1668015,2020,Virginia,1,0
1668856,2020,California,1,0
1668922,2020,Texas,1,0
1666578,2020,Texas,1,0
1666131,2020,Tennessee,1,0
1883735,2020,Minnesota,1,0
1869917,2020,California,1,0
1870009,2020,California,1,1
1888338,2020,Nevada,1,0
1889239,2020,Minnesota,1,0
1888046,2020,Maryland,1,0
1887263,2020,Texas,1,0
1886751,2020,Texas,1,0
1886652,2020,Maryland,1,0
1886385,2020,Florida,1,0
1886077,2020,South Carolina,1,0
1898385,2020,Ohio,1,0
1885378,2020,Minnesota,1,0
1884589,2020,Texas,1,1
1878564,2020,Michigan,1,0
1885920,2020,New York,1,1
1884951,2020,Texas,1,0
1884497,2020,Louisiana,1,0
1892390,2020,Texas,1,0
1927638,2020,Georgia,1,0
1833374,2020,Texas,1,1
1880345,2020,California,1,0
1869439,2020,Georgia,1,0
1873773,2020,Mississippi,1,0
1873821,2020,Ohio,1,0
1868677,2020,North Carolina,1,0
1868782,2020,Texas,1,0
1868020,2020,Ohio,1,0
1867011,2020,Pennsylvania,1,0
1866539,2020,Missouri,1,0
1897353,2020,Nevada,1,0
1864679,2020,Florida,1,0
1864562,2020,Oklahoma,1,0
1866176,2020,Montana,1,0
1867234,2020,Wisconsin,1,0
1869968,2020,Alabama,1,0
1864491,2020,Maryland,1,0
1878951,2020,Maryland,1,0
1600952,2020,North Carolina,1,0
1598354,2020,Tennessee,1,0
1603241,2020,Washington,1,7
1731769,2020,Kentucky,1,0
1731916,2020,Michigan,1,0
1733626,2020,Tennessee,1,0
1731989,2020,Ohio,1,1
1730863,2020,Utah,1,0
1737797,2020,New Mexico,1,0
1734779,2020,Illinois,1,0
1725050,2020,Nebraska,1,0
1727368,2020,Texas,1,0
1727313,2020,Michigan,1,0
1728196,2020,Mississippi,1,0
1725904,2020,Pennsylvania,1,0
1725457,2020,New York,1,0
1726663,2020,Georgia,1,2
1730696,2020,Texas,1,0
1733173,2020,Oklahoma,1,0
1734128,2020,Washington,1,1
1733402,2020,North Carolina,1,0
1716772,2020,Florida,1,0
1715227,2020,North Carolina,1,0
1715578,2020,Iowa,1,0
1723301,2020,New York,1,0
1712670,2020,Arizona,1,0
1713690,2020,Ohio,1,1
2394230,2020,Mississippi,1,0
1712143,2020,Ohio,1,0
1773283,2020,New Mexico,1,0
1718444,2020,Missouri,1,0
1736040,2020,Missouri,1,0
1724597,2020,Texas,1,0
1724737,2020,Illinois,1,1
1735198,2020,Virginia,1,0
1734950,2020,Colorado,1,0
1726758,2020,Indiana,1,0
1725743,2020,California,1,1
1724885,2020,Louisiana,1,0
1728179,2020,Washington,1,0
1802927,2020,Florida,1,0
1800791,2020,Louisiana,1,0
1800710,2020,Pennsylvania,1,0
